Unnamed: 0,title,year,synopsis,critic_score,people_score,consensus,total_reviews,total_ratings,type,rating,genre,original_language,director,producer,writer,release_date_(theaters),release_date_(streaming),box_office_(gross_usa),runtime,production_co,sound_mix,aspect_ratio,view_the_collection,crew,link,director_count,producer_count,writer_count,production_co_count,runtime_minutes,box_office_(gross_usa) in millions
872,Spy Kids,2001,"Two young kids become spies in attempt to save their parents, who are ex-spies, from an evil mastermind. Armed with a bag of high tech gadgets and out-of-this world transportation, Carmen (Alexa Vega) and Juni (Daryl Sabara) will bravely jet through the air, dive under the seas and crisscross the globe in a series of thrilling adventures on a mission to save their parents ... and maybe even the world.",93,46.0,A kinetic and fun movie that's sure to thrill children of all ages.,128,"250,000+",Kids & Family,PG,"kids and family, action, adventure",English,Robert Rodriguez,"Elizabeth Avellan, Robert Rodriguez",Robert Rodriguez,"Mar 30, 2001 wide",42796.0,$112.7M,1h 28m,"Dimension Films, Troublemaker Studios","Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby EX, Dolby Digital",Flat (1.85:1),,"Antonio Banderas, Carla Gugino, Alexa Vega, Daryl Sabara, Alan Cumming, Tony Shalhoub, Teri Hatcher, Cheech Marin, Robert Patrick, Danny Trejo, Robert Rodriguez, Robert Rodriguez, Elizabeth Avellan, Cary Granat, Robert Rodriguez, Bill Scott, Bob Weinstein, Harvey Weinstein, Guillermo Navarro, Robert Rodriguez",http://www.rottentomatoes.com/m/spy_kids,1,2,1,2,88,112.7
874,Harry Potter and the Goblet of Fire,2005,"The fourth movie in the Harry Potter franchise sees Harry (Daniel Radcliffe) returning for his fourth year at Hogwarts School of Witchcraft and Wizardry, along with his friends, Ron (Rupert Grint) and Hermione (Emma Watson). There is an upcoming tournament between the three major schools of magic, with one participant selected from each school by the Goblet of Fire. When Harry's name is drawn, even though he is not eligible and is a fourth player, he must compete in the dangerous contest.",88,74.0,"The main characters are maturing, and the filmmakers are likewise improving on their craft; vibrant special effects and assured performances add up to what is the most complex yet of the Harry Potter films.",255,"250,000+",Kids & Family,PG-13,"adventure, fantasy",English,Mike Newell,David Heyman,Steve Kloves,"Nov 18, 2005 wide",39448.0,$290.0M,2h 37m,"1492 Pictures, Warner Bros., Heyday Films","Surround, Dolby SRD, DTS, SDDS",Scope (2.35:1),Harry Potter,"Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Ralph Fiennes, Michael Gambon, Brendan Gleeson, Jason Isaacs, Gary Oldman, Miranda Richardson, Mike Newell, David Heyman, Steve Kloves, J.K. Rowling, David Barron, Chris Columbus, Peter MacDonald, Mark Radcliffe, Tanya Seghatchian, Patrick Doyle",http://www.rottentomatoes.com/m/harry_potter_and_the_goblet_of_fire,1,1,1,3,157,290.0
875,The Kid Who Would Be King,2019,"Old-school magic meets the modern world when young Alex stumbles upon the mythical sword Excalibur. He soon unites his friends and enemies, and they become knights who join forces with the legendary wizard Merlin. Together, they must save mankind from the wicked enchantress Morgana and her army of supernatural warriors.",89,55.0,The Kid Who Would Be King recalls classic all-ages adventures -- and repurposes a timeless legend -- for a thoroughly enjoyable new addition to the family movie canon.,188,"1,000+",Kids & Family,PG,"kids and family, adventure, fantasy",English,Joe Cornish,"Nira Park, Tim Bevan, Eric Fellner",Joe Cornish,"Jan 25, 2019 wide",43557.0,$16.8M,2h,"Working Title Films, Big Talk Pictures",,Scope (2.35:1),,"Louis Ashbourne Serkis, Rebecca Ferguson, Patrick Stewart, Dean Chaumoo, Rhianna Dorris, Angus Imrie, Denise Gough, Joe Cornish, Joe Cornish, Nira Park, Tim Bevan, Eric Fellner, James Biddle, Rachael Prior, Bill Pope, Jonathan Amos",http://www.rottentomatoes.com/m/the_kid_who_would_be_king,1,3,1,2,120,16.8
876,A Bug's Life,1998,"Flik (Dave Foley) is an inventive ant who's always messing things up for his colony. His latest mishap was destroying the food stores that were supposed to be used to pay off grasshopper Hopper (Kevin Spacey). Now the strong-arming insect is demanding that the ants gather double the food -- or face annihilation. To avert disaster, Flik goes on a journey to recruit fighters to defend the colony. When he meets a band of high-flying circus insects, he thinks he's found his salvation.",92,73.0,A Bug's Life is a rousing adventure that blends animated thrills with witty dialogue and memorable characters - and another smashing early success for Pixar.,88,"250,000+",Kids & Family,G,"kids and family, comedy, adventure, animation",English,"John Lasseter, Andrew Stanton",,"Don McEnery, Bob Shaw",,42331.0,$162.8M,1h 36m,"Walt Disney Pictures, Pixar Animation Studios","SDDS, Dolby Digital, DTS, Surround",,Pixar,"Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Richard Kind, David Hyde Pierce, Joe Ranft, Denis Leary, Jonathan Harris, John Lasseter, Andrew Stanton, John Lasseter, Andrew Stanton, Joe Ranft, Don McEnery, Geefwee Boedoe, Jorgen Klubien",http://www.rottentomatoes.com/m/bugs_life,2,1,2,2,96,162.8
878,Ponyo,2008,"During a forbidden excursion to see the surface world, a goldfish princess encounters a human boy named Sosuke, who gives her the name Ponyo. Ponyo longs to become human, and as her friendship with Sosuke grows, she becomes more humanlike. Ponyo's father brings her back to their ocean kingdom, but so strong is Ponyo's wish to live on the surface that she breaks free, and in the process, spills a collection of magical elixirs that endanger Sosuke's village.",91,83.0,"While not Miyazaki's best film, Ponyo is a visually stunning fairy tale that's a sweetly poetic treat for children of all ages.",172,"50,000+",Kids & Family,G,"adventure, fantasy, anime",Japanese,Hayao Miyazaki,Toshio Suzuki,,"Aug 14, 2009 wide",43815.0,$15.1M,1h 40m,"Studio Ghibli, Walt Disney Studios","Dolby Digital Surround EX, Dolby Digital",Flat (1.85:1),,"Cate Blanchett, Matt Damon, Liam Neeson, Tina Fey, Noah Cyrus, Frankie Jonas, Cloris Leachman, Lily Tomlin, Betty White, Kurt Knutsson, Hayao Miyazaki, John Lasseter, Brad Lewis, Peter Sohn, Toshio Suzuki, Kathleen Kennedy, Frank Marshall, Steve Alpert, John Lasseter, Hayao Miyazaki",http://www.rottentomatoes.com/m/ponyo,1,1,1,2,100,15.1
880,Teen Titans GO! to the Movies,2018,"It seems that all the major superheroes out there are starring in their own movies -- all but the Teen Titans. Robin is bound and determined to remedy that situation by becoming a star instead of a sidekick. With a few madcap ideas and a song in their hearts, the Teen Titans head to Hollywood to fulfill their dreams. Things soon go awry, however, when a supervillain plans to take over the planet -- putting the very fate of the young heroes on the line.",91,71.0,Teen Titans Go! To the Movies distills the enduring appeal of its colorful characters into a charmingly light-hearted adventure whose wacky humor fuels its infectious fun -- and belies a surprising level of intelligence.,132,"2,500+",Kids & Family,PG,"action, adventure, comedy, kids and family, animation",English,"Peter Rida Michail, Aaron Horvath","Aaron Horvath, Michael Jelenic, Peggy Regan, Peter Rida Michail, Will Arnett","Michael Jelenic, Aaron Horvath","Jul 27, 2018 wide",43382.0,$29.6M,1h 27m,"Warner Bros. Animation, DC Entertainment","Dolby Atmos, Dolby Digital, DTS, SDDS",Flat (1.85:1),,"Greg Cipes, Scott Menville, Khary Payton, Tara Strong, Hynden Walch, Will Arnett, Kristen Bell, Eric Bauza, Michael Bolton, Nicolas Cage, Peter Rida Michail, Aaron Horvath, Michael Jelenic, Aaron Horvath, Aaron Horvath, Michael Jelenic, Peggy Regan, Peter Rida Michail, Will Arnett, Sam Register",http://www.rottentomatoes.com/m/teen_titans_go_to_the_movies,2,5,2,2,87,29.6
881,That Thing You Do!,1996,"Wily band manager Mr. White helps a small town band achieve big time success when they release a Beatles-style pop song in 1964. Pennsylvania band the ""Oneders"" become a sensation after their drummer breaks his arm, and is replaced by jazz enthusiast, Guy Patterson, who injects something a bit different into their music.",93,78.0,"A light, sweet, and thoroughly entertaining debut for director Tom Hanks, That Thing You Do! makes up in charm what it lacks in complexity.",58,"100,000+",Kids & Family,PG,"comedy, drama",English,Tom Hanks,"Gary Goetzman, Jonathan Demme, Edward Saxon",Tom Hanks,,42333.0,$25.9M,1h 50m,Twentieth Century Fox,Surround,,,"Tom Everett Scott, Liv Tyler, Johnathon Schaech, Steve Zahn, Ethan Embry, Tom Hanks, Charlize Theron, Obba Babatunde, Giovanni Ribisi, Chris Ellis, Tom Hanks, Gary Goetzman, Jonathan Demme, Edward Saxon, Tom Hanks",http://www.rottentomatoes.com/m/that_thing_you_do,1,3,1,1,110,25.9
882,Tangled,2010,"When the kingdom's most-wanted bandit, Flynn Rider (Zachary Levi), hides in a convenient tower, he immediately becomes a captive of Rapunzel (Mandy Moore), the spire's longtime resident. Crowned with 70 feet of magical golden hair, she has been locked away for years and desperately wants freedom. The feisty teenager strikes a deal with Flynn, and together they begin a whirlwind adventure.",89,87.0,"While far from Disney's greatest film, Tangled is a visually stunning, thoroughly entertaining addition to the studio's classic animated canon.",227,"100,000+",Kids & Family,PG,"musical, comedy, fantasy, animation, kids and family, adventure",English,"Nathan Greno, Byron Howard",Roy Conli,Dan Fogelman,"Nov 24, 2010 wide",42330.0,$200.8M,1h 41m,Walt Disney Animation,"Dolby Digital, DTS, SDDS",,,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor, Brad Garrett, Paul F. Tompkins, Richard Kiel, Nathan Greno, Byron Howard, Dan Fogelman, Roy Conli, John Lasseter, Glen Keane, Alan Menken, Glenn Slater",http://www.rottentomatoes.com/m/tangled,2,1,1,1,101,200.8
883,Shrek 2,2004,"After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal.",89,69.0,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.",237,"250,000+",Kids & Family,PG,"kids and family, comedy, fantasy, animation",English,Andrew Adamson,"Jeffrey Katzenberg, Aron Warner","J. David Stem, Joe Stillman, David N. Weiss","May 19, 2004 wide",42333.0,$436.5M,1h 32m,"DreamWorks SKG, Pacific Data Images (PDI)","Surround, Dolby SRD, DTS, SDDS",Flat (1.85:1),,"Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews, Antonio Banderas, John Cleese, Rupert Everett, Jennifer Saunders, Larry King, Conrad Vernon, Andrew Adamson, Jeffrey Katzenberg, Aron Warner, William Steig, J. David Stem, Joe Stillman, David N. Weiss, Harry Gregson-Williams",http://www.rottentomatoes.com/m/shrek_2,1,2,3,2,92,436.5
885,The Witches,1990,"While staying at a hotel in England with his grandmother, Helga (Mai Zetterling), young Luke (Jasen Fisher) inadvertently spies on a convention of witches. The Grand High Witch (Anjelica Huston) reveals a plan to turn all children into mice through a magical formula. When they find that Luke has overheard, the witches test the formula on him. Now, with the help of Helga and the hotel manager, Mr. Stringer (Rowan Atkinson), Luke the mouse must fight back against the witches.",93,70.0,"With a deliciously wicked performance from Angelica Huston and imaginative puppetry by Jim Henson's creature shop, Nicolas Roeg's dark and witty movie captures the spirit of Roald Dahl's writing like few other adaptations.",43,"50,000+",Kids & Family,PG,"kids and family, adventure, fantasy",English,Nicolas Roeg,Mark Shivas,Allan Scott,"Feb 16, 1990 wide",42309.0,$8.7M,1h 31m,"Jim Henson Productions, Lorimar Film Entertainment","Dolby, Surround",,,"Anjelica Huston, Mai Zetterling, Jasen Fisher, Rowan Atkinson, Bill Paterson, Brenda Blethyn, Jane Horrocks, Anne Lambton, Sukie Smith, Rose English, Nicolas Roeg, Allan Scott, Roald Dahl, Jim Henson, Mark Shivas, Stanley Myers, Harvey Harrison, Tony Lawson, Celestia Fox",http://www.rottentomatoes.com/m/the_witches,1,1,1,2,91,8.7
887,James and the Giant Peach,1996,"Featuring stop-motion animation and live action, this inventive adaptation of Roald Dahl's beloved children's tale follows the adventures of James (Paul Terry), an orphaned young British boy. Forced to live with his cruel aunts (Joanna Lumley, Miriam Margolyes), James finds a way out of his bleak existence when he discovers an enormous enchanted peach. After rolling into the sea inside the buoyant fruit, James, accompanied by a crew of friendly talking insects, sets sail for New York City.",91,66.0,"The arresting and dynamic visuals, offbeat details and light-as-air storytelling make James and the Giant Peach solid family entertainment.",74,"250,000+",Kids & Family,PG,"kids and family, animation, fantasy",English,Henry Selick,"Tim Burton, Denise Di Novi","Karey Kirkpatrick, Jonathan Roberts, Steve Bloom",,42351.0,$28.9M,1h 20m,"Walt Disney Pictures, Skellington Productions",Surround,,,"Paul Terry, Joanna Lumley, Miriam Margolyes, Pete Postlethwaite, Simon Callow, Richard Dreyfuss, Jane Leeves, Susan Sarandon, David Thewlis, J. Stephen Coyle, Henry Selick, Roald Dahl, Karey Kirkpatrick, Jonathan Roberts, Steve Bloom, Jake Eberts, Tim Burton, Denise Di Novi, Randy Newman",http://www.rottentomatoes.com/m/james_and_the_giant_peach,1,2,3,2,80,28.9
889,Shrek,2001,"Once upon a time, in a far away swamp, there lived an ogre named Shrek (Mike Myers) whose precious solitude is suddenly shattered by an invasion of annoying fairy tale characters. They were all banished from their kingdom by the evil Lord Farquaad (John Lithgow). Determined to save their home -- not to mention his -- Shrek cuts a deal with Farquaad and sets out to rescue Princess Fiona (Cameron Diaz) to be Farquaad's bride. Rescuing the Princess may be small compared to her deep, dark secret.",88,90.0,"While simultaneously embracing and subverting fairy tales, the irreverent Shrek also manages to tweak Disney's nose, provide a moral message to children, and offer viewers a funny, fast-paced ride.",206,"250,000+",Kids & Family,PG,"kids and family, comedy, fantasy, animation",English,"Andrew Adamson, Vicky Jenson","Aron Warner, John H. Williams, Jeffrey Katzenberg","Ted Elliott, Terry Rossio","May 18, 2001 wide",42333.0,$267.7M,1h 29m,"DreamWorks SKG, Pacific Data Images (PDI)","Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Scope (2.35:1),,"Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Peter Dennis, Clive Pearse, Jim Cummings, Bobby Block, Cody Cameron, Andrew Adamson, Vicky Jenson, Aron Warner, John H. Williams, Jeffrey Katzenberg, Penney Finkelman Cox, Sandra Rabins, William Steig, Ted Elliott, Terry Rossio",http://www.rottentomatoes.com/m/shrek,2,3,2,2,89,267.7
891,Lassie,2005,"Young Joe Carraclough (Jonathan Mason) and his family (Samantha Morton, John Lynch) love their faithful collie, Lassie. However, when Joe's father loses his job in the mine, he must sell the dog to the Duke of Rudling (Peter O'Toole), who covets the collie for his granddaughter (Hester Odgers). After the duke moves to northern Scotland to avoid the threat of World War II, Lassie escapes and undertakes a 500-mile journey to reunite with her family.",93,64.0,"A beautifully-made retelling of the classic collie tale, one need not be a dog-lover to fall for Lassie.",70,"25,000+",Kids & Family,PG,"kids and family, adventure",English,Charles Sturridge,"Ed Guiney, Francesca Barra, Charles Sturridge",Charles Sturridge,,42760.0,$651.4K,1h 40m,"Element Films, Davis Films",,,,"Peter O'Toole, Samantha Morton, John Lynch, Peter Dinklage, Steve Pemberton, Jemma Redgrave, Jonathan Mason, Hester Odgers, Edward Fox, John Standing, Charles Sturridge, Charles Sturridge, Ed Guiney, Francesca Barra, Charles Sturridge, Eric Ellenbogen, Doug Schwalbe, Howard Atherton",http://www.rottentomatoes.com/m/lassie,1,3,1,2,100,0.6514
893,Duma,2005,"Xan (Alexander Michaletos) lives on a ranch in Kenya with his mother (Hope Davis) and father (Campbell Scott). When the family stumbles upon an abandoned baby cheetah one afternoon, Xan takes the cub in and begins to care for it as if it were his own. Over time, Xan grows incredibly attached to the cheetah, which the family names Duma. But some relationships cannot last, and in this case, Xan must learn the hard lesson that not all animals are meant to be domesticated.",93,80.0,"This is an old-fashioned, richly textured family film that will appeal to children and adults alike.",61,"10,000+",Kids & Family,PG,"kids and family, adventure",English,Carroll Ballard,,"Carol Flint, Karen Janszen",,39724.0,$860.0K,1h 40m,Warner Brothers,,,,"Alexander Michaletos, Eamonn Walker, Campbell Scott, Hope Davis, Mary Makhatho, Nthabiseng Kenoshi, Jennifer Steyn, Garth Renecle, Carroll Ballard, Carol Flint, Karen Janszen, Doug Claybourne, Stacy Cohen, E.K. Gaylord II, Vlokkie Gordon, Werner Maritz, Carrie Hilton, Junie Lowry-Johnson",http://www.rottentomatoes.com/m/duma,1,1,2,1,100,0.86
894,The Peanuts Movie,2015,"Life always seems complicated for good ol' Charlie Brown (Noah Schnapp), the boy who always tries his best against seemingly impossible odds. When the Little Red-Haired Girl moves into his neighborhood, Charlie Brown develops a crush on her. Meanwhile, his best friend Snoopy embarks on an epic adventure in a fantasy world. As a World War I flying ace, the lovable beagle pursues his nemesis, the Red Baron, while also trying to win the heart of a beautiful poodle named Fifi (Kristin Chenoweth).",87,76.0,The Peanuts Movie offers a colorful gateway into the world of its classic characters and a sweetly nostalgic -- if relatively unambitious -- treat for the adults who grew up with them.,197,"50,000+",Kids & Family,G,"kids and family, comedy, adventure, animation",English,Steve Martino,"Craig Schulz, Bryan Schulz, Cornelius Uliano, Paul Feig, Michael J. Travers","Craig Schulz, Bryan Schulz, Cornelius Uliano","Nov 6, 2015 wide",42412.0,$130.1M,1h 29m,"Blue Sky Studios, Twentieth Century Fox Animation",Dolby Atmos,Flat (1.85:1),,"Noah Schnapp, Hadley Belle Miller, Mariel Sheets, Alex Garfin, Francesca Angelucci Capaldi, Venus Omega Schultheis, Rebecca Bloom, Marleik ""Mar Mar"" Walker, Noah Johnston, Madisyn Shipman, Steve Martino, Craig Schulz, Bryan Schulz, Cornelius Uliano, Craig Schulz, Bryan Schulz, Cornelius Uliano, Paul Feig, Michael J. Travers, Renato Falc̣o",http://www.rottentomatoes.com/m/the_peanuts_movie,1,5,3,2,89,130.1
895,Kung Fu Panda,2008,"Po the panda (Jack Black) works in his family's noodle shop and dreams of becoming a kung-fu master. His dream becomes a reality when, unexpectedly, he must fulfill an ancient prophecy and study the skills with his idols, the Furious Five. Po needs all the wisdom, strength and ability he can muster to protect his people from an evil snow leopard.",87,83.0,"Kung Fu Panda has a familiar message, but the pleasing mix of humor, swift martial arts action, and colorful animation makes for winning Summer entertainment.",189,"250,000+",Kids & Family,PG,"kids and family, comedy, adventure, animation",English,"John Stevenson, Mark Osborne",Melissa Cobb,"Jonathan Aibel, Glenn Berger","Jun 6, 2008 wide",42333.0,$143.5M,1h 31m,DreamWorks Animation,,,Kung Fu Panda,"Jack Black, Angelina Jolie, Jackie Chan, David Cross, Lucy Liu, Seth Rogen, Dustin Hoffman, Ian McShane, Michael Clarke Duncan, Randall Duk Kim, John Stevenson, Mark Osborne, Jonathan Aibel, Glenn Berger, Melissa Cobb, Bill Damaschke",http://www.rottentomatoes.com/m/kung_fu_panda,2,1,2,1,91,143.5
897,Sleeping Beauty,1959,"Filled with jealousy, the evil witch Maleficent (Eleanor Audley) curses Princess Aurora (Mary Costa) to die on her 16th birthday. Thanks to Aurora's guardian fairies (Verna Felton, Barbara Jo Allen, Barbara Luddy), she only falls into a deep sleep that can be ended with a kiss from her betrothed, Prince Phillip (Bill Shirley). To prevent Phillip from rescuing Aurora, Maleficent kidnaps and imprisons him. The good fairies are the last hope to free Phillip so that he can awaken Aurora.",89,80.0,"This Disney dreamscape contains moments of grandeur, with its lush colors, magical air, one of the most menacing villains in the Disney canon.",44,"250,000+",Kids & Family,G,"kids and family, animation, fantasy",English,Clyde Geronimi,Walt Disney,"Erdman Penner, Joe Rinaldi, Winston Hibler, Bill Peet, Ted Sears, Ralph Wright, Milt Banta",,43732.0,$11.6M,1h 15m,Walt Disney Pictures,Magnetic Stereo 6 Track,,,"Mary Costa, Bill Shirley, Eleanor Audley, Verna Felton, Barbara Luddy, Barbara Jo Allen, Taylor Holmes, Candy Candido, Clyde Geronimi, Charles Perrault, Erdman Penner, Joe Rinaldi, Winston Hibler, Ted Sears, Ralph Wright, Milt Banta, Walt Disney",http://www.rottentomatoes.com/m/1019187-sleeping_beauty,1,1,7,1,75,11.6
898,Wreck-It Ralph,2012,"Arcade-game character Wreck-It Ralph (John C. Reilly) is tired of always being the ""bad guy"" and losing to his ""good guy"" opponent, Fix-It Felix (Jack McBrayer). Finally, after decades of seeing all the glory go to Felix, Ralph decides to take matters into his own hands. He sets off on a game-hopping trip to prove that he has what it takes to be a hero. However, while on his quest, Ralph accidentally unleashes a deadly enemy that threatens the entire arcade.",87,86.0,"Equally entertaining for both kids and parents old enough to catch the references, Wreck-It Ralph is a clever, colorful adventure built on familiar themes and joyful nostalgia.",189,"100,000+",Kids & Family,PG,"kids and family, comedy, adventure, animation",English,Rich Moore,Clark Spencer,"Phil Johnston, Jennifer Lee","Nov 2, 2012 wide",42331.0,$189.4M,1h 41m,Walt Disney Animation,"Datasat, Dolby Digital",,,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch, Alan Tudyk, Mindy Kaling, Joe Lo Truglio, Ed O'Neill, Dennis Haysbert, Adam Carolla, Rich Moore, Phil Johnston, Clark Spencer, John Lasseter, Henry Jackman, Mike Gabriel, Tim Mertens, Jamie Sparer Roberts",http://www.rottentomatoes.com/m/wreck_it_ralph,1,1,2,1,101,189.4
899,A Christmas Story,1983,"Based on the humorous writings of author Jean Shepherd, this beloved holiday movie follows the wintry exploits of youngster Ralphie Parker (Peter Billingsley), who spends most of his time dodging a bully (Zack Ward) and dreaming of his ideal Christmas gift, a ""Red Ryder air rifle."" Frequently at odds with his cranky dad (Darren McGavin) but comforted by his doting mother (Melinda Dillon), Ralphie struggles to make it to Christmas Day with his glasses and his hopes intact.",89,88.0,"Both warmly nostalgic and darkly humorous, A Christmas Story deserves its status as a holiday perennial.",57,"250,000+",Kids & Family,PG,"kids and family, comedy, other",English,Bob Clark,"Bob Clark, Ren̩ Dupont","Leigh Brown, Bob Clark, Jean Shepherd","Nov 18, 1983 wide",41844.0,$20.7M,1h 33m,"Metro Goldwyn Mayer, Christmas Tree Films",Mono,Flat (1.37:1),,"Peter Billingsley, Darren McGavin, Melinda Dillon, Ian Petrella, Scott Schwartz, Tedde Moore, Yano Anaya, Zack Ward, Jean Shepherd, Bob Clark, Leigh Brown, Bob Clark, Jean Shepherd, Jean Shepherd, Don Carmody, Bob Clark, Ren̩ Dupont, Gary Goch",http://www.rottentomatoes.com/m/1004151-christmas_story,1,2,3,2,93,20.7
900,The Wizard of Oz,1939,"When a tornado rips through Kansas, Dorothy (Judy Garland) and her dog, Toto, are whisked away in their house to the magical land of Oz. They follow the Yellow Brick Road toward the Emerald City to meet the Wizard, and en route they meet a Scarecrow (Ray Bolger) that needs a brain, a Tin Man (Jack Haley) missing a heart, and a Cowardly Lion (Bert Lahr) who wants courage. The wizard asks the group to bring him the broom of the Wicked Witch of the West (Margaret Hamilton) to earn his help.",98,89.0,"An absolute masterpiece whose groundbreaking visuals and deft storytelling are still every bit as resonant, The Wizard of Oz is a must-see film for young and old.",121,"250,000+",Musical & Performing Arts,G,"kids and family, musical, fantasy",English,Victor Fleming,"Victor Fleming, Mervyn LeRoy","Noel Langley, Florence Ryerson, Edgar Allan Woolf","Aug 25, 1939 wide",40085.0,$5.5M,1h 41m,Metro Goldwyn Mayer,Mono,Flat (1.37:1),,"Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley, Billie Burke, Margaret Hamilton, Charley Grapewin, Pat Walshe, Clara Blandick, Victor Fleming, L. Frank Baum, Noel Langley, Florence Ryerson, Edgar Allan Woolf, Victor Fleming, Mervyn LeRoy, Harold Arlen, Herbert Stothart, Felix Mendelssohn Bartholdy",http://www.rottentomatoes.com/m/the_wizard_of_oz_1939,1,2,3,1,101,5.5
902,Singin' in the Rain,1952,"A spoof of the turmoil that afflicted the movie industry in the late 1920s when movies went from silent to sound. When two silent movie stars', Don Lockwood and Lina Lamont, latest movie is made into a musical a chorus girl is brought in to dub Lina's speaking and singing. Don is on top of the world until Lina finds out.",100,95.0,"Clever, incisive, and funny, Singin' in the Rain is a masterpiece of the classical Hollywood musical.",64,"100,000+",Musical & Performing Arts,G,"comedy, musical",English,"Stanley Donen, Gene Kelly",Arthur Freed,"Betty Comden, Adolph Green","Apr 10, 1952 wide",41699.0,$23.9K,1h 42m,Metro Goldwyn Mayer,Mono,Flat (1.37:1),,"Gene Kelly, Debbie Reynolds, Donald O'Connor, Jean Hagen, Millard Mitchell, Rita Moreno, Douglas Fowley, Cyd Charisse, Madge Blake, King Donovan, Stanley Donen, Gene Kelly, Betty Comden, Adolph Green, Arthur Freed, Nacio Herb Brown, Adrienne Fazan, Randall Duell",http://www.rottentomatoes.com/m/singin_in_the_rain,2,1,2,1,102,0.023899999999999998
904,La La Land,2016,"Sebastian (Ryan Gosling) and Mia (Emma Stone) are drawn together by their common desire to do what they love. But as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",90,81.0,"La La Land breathes new life into a bygone genre with thrillingly assured direction, powerful performances, and an irresistible excess of heart.",463,"50,000+",Musical & Performing Arts,PG-13,"comedy, drama, romance, musical",English,Damien Chazelle,"Fred Berger, Jordan Horowitz, Marc Platt, Gary Gilbert",Damien Chazelle,"Dec 25, 2016 wide",42836.0,$151.1M,2h 8m,"Summit Entertainment, Marc Platt Productions, Gilbert Films","DTS, Dolby Digital, Dolby Atmos",Scope (2.35:1),,"Ryan Gosling, Emma Stone, John Legend, Rosemarie DeWitt, J.K. Simmons, Finn Wittrock, Meagan Fay, Callie Hernandez, Sonoya Mizuno, Jessica Rothe, Damien Chazelle, Damien Chazelle, Fred Berger, Jordan Horowitz, Marc Platt, Gary Gilbert, Linus Sandgren, Tom Cross, Justin Hurwitz, David Wasco",http://www.rottentomatoes.com/m/la_la_land,1,4,1,3,128,151.1
906,Pinocchio,1940,"When the woodworker Geppetto (Christian Rub) sees a falling star, he wishes that the puppet he just finished, Pinocchio (Dickie Jones), could become a real boy. In the night, the Blue Fairy (Evelyn Venable) grants Geppetto's wish and asks Jiminy Cricket (Cliff Edwards) to serve as the wooden boy's conscience. But the naive and trusting Pinocchio falls into the clutches of the wicked Honest John (Walter Catlett), who leads him astray to the sinful Pleasure Island.",100,73.0,"Ambitious, adventurous, and sometimes frightening, Pinocchio arguably represents the pinnacle of Disney's collected works -- it's beautifully crafted and emotionally resonant.",56,"250,000+",Musical & Performing Arts,G,"kids and family, animation, fantasy",English,"Ben Sharpsteen, Hamilton Luske",Walt Disney,,"Feb 9, 1940 wide",42745.0,$18.7M,1h 27m,Walt Disney Productions,"Surround, Stereo, Mono",,,"Don Brodie, Walter Catlett, Frankie Darro, Cliff Edwards, Dickie Jones, Charles Judels, Christian Rub, Evelyn Venable, Ben Sharpsteen, Hamilton Luske, Walt Disney",http://www.rottentomatoes.com/m/pinocchio_1940,2,1,1,1,87,18.7
911,Amazing Grace,2018,Singer Aretha Franklin performs gospel songs at the New Temple Missionary Baptist Church in Los Angeles in 1972.,99,80.0,"Brilliantly capturing a remarkable performer near the peak of her prodigious power, Amazing Grace is a thrilling must-watch documentary for Aretha Franklin fans.",158,250+,Musical & Performing Arts,G,"music, documentary",English,Alan Elliott,"Alan Elliott, Aretha Franklin, Jerry Wexler, Joe Boyd, Rob Johnson, Chiemi Karasawa, Sabrina V. Owens, Tirrell D. Whittley, Joseph Woolf",,"Nov 23, 2018 limited",43683.0,$4.5M,1h 27m,Sundial Pictures,,,,"Aretha Franklin, Alan Elliott, Alan Elliott, Aretha Franklin, Jerry Wexler, Chiemi Karasawa, Joseph Woolf",http://www.rottentomatoes.com/m/amazing_grace_2018,1,9,1,1,87,4.5
