text,topic,group,isDup,sentimentValue,sentiment
Burkitt Lymphoma a form of non Hodgkin s lympho Associated with Stein Parr Virus and is commonly located in,Non-Hodgkin lymphoma,Neoplasms,0.0,0.0,Neutral
But an And to the Spreading of Prostate Cancer with His Herb,Prostate cancer,Neoplasms,0.0,10.0,Positive
But being me Daddy and this being my tucked up body I continued to have an asthma attack with the added bonus of now an anxiety attack,Asthma,Chronic respiratory diseases,0.0,-10.0,Negative
But in all seriousness I want to keep my appendix and my gall bladder so hopefully they can stay in me,Gall bladder,Digestive diseases (except cirrhosis),0.0,10.0,Positive
But out lumen it may effect your epilepsy Vol fuck that,Epilepsy,Neurological disorders,0.0,-10.0,Negative
but she got Alzheimer s so we can t go any because she forgot where it is MIKE a youth pastor,Alzheimer,Neurological disorders,0.0,0.0,Neutral
By answer to That is the meaning of a partially distended gall bladder and urinary bladder,Gall bladder,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
By asthma gets so bad on bushes,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
By biggest Christmas gift this year came from in the form of life saving treatment for my dad s stage 4 kidney cancer,Kidney cancer,Neoplasms,0.0,20.0,Positive
By Cardiomyopathy It of ProdGaryBart was septic of CLrelv ofYoga until I expel science implctns he ex effect amp s CLevid,Cardiomyopathy,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
By cousin had a headache and started singing Migraine by I m officially gone,Migraine,Neurological disorders,0.0,0.0,Neutral
By cousin s MIL was diagnosed w stage 3 non Hodgkin s lympho this week Sweetest lady,Non-Hodgkin lymphoma,Neoplasms,0.0,-10.0,Negative
By dad cancer has gotten worse yet again it has spread now to his liver now is bladder bone m,Liver cancer,Neoplasms,0.0,-20.0,Negative
By dad either has pancreatitis or pancreas cancer Of it s cancer he has a 90 chance of dying Please pray for my dad,Pancreatitis,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
By dad gave my dog pancreatitis,Pancreatitis,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
By dad has Atkinson s disease Taking a trip with him one weekend taught me a lot,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
By dog died this morning sucks He was a few months away from 14 and we found out he had liver cancer a week or so ago He still had some,Liver cancer,Neoplasms,0.0,-20.0,Negative
By friend Merry just shared this for Asthma after suffering her worst attack in many years I personally,Asthma,Chronic respiratory diseases,0.0,-20.0,Negative
By friend Penis has pancreatic cancer He my Hazards Please pray for his family His wife needs help with money too To pray God can help,Pancreatic cancer,Neoplasms,0.0,20.0,Positive
By friend teammate co worker was diagnosed with leukaemia click the link to help donate towards her recovery thanks,Leukemia,Neoplasms,0.0,10.0,Positive
By gifts 25orless us DIABETICS DIABETES CAN of CONTROLLED WITHOUT PHARMACEUTICALS,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
By grand forgot I was his granddaughter BUT he did remember we were good bodies so Alzheimer s isn t all bad j it s the worst,Alzheimer,Neurological disorders,0.0,0.0,Neutral
By grand thought Alzheimer s was oldtimers s gottalovechristmas,Alzheimer,Neurological disorders,0.0,0.0,Neutral
By great grandmother died of Cancer last month By aunt has terminal liver cancer and now my great uncle just found out he has cancer,Liver cancer,Neoplasms,0.0,-10.0,Negative
By great great aunt is roaming around the house Alzheimer s is a hard thing to witness up close,Alzheimer,Neurological disorders,0.0,0.0,Neutral
By last living blood relative just passed from prostate cancer I am in total disbelieve,Prostate cancer,Neoplasms,0.0,-20.0,Negative
By late husband Willis E Gueringer was diagnosed with a rare aggressive form of prostate cancer in 2002 He,Prostate cancer,Neoplasms,0.0,-10.0,Negative
By latest blow post Life The Universe and Everything Abdominal Aortic Aneurysm screening appointment,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,10.0,Positive
By mon has epilepsy and just pretended to have a seizure,Epilepsy,Neurological disorders,0.0,-10.0,Negative
By mon is a pancreatic cancer survivor and she rates Susan G Women It s her own personal mission to expose their cap,Pancreatic cancer,Neoplasms,0.0,10.0,Positive
By mother and I had an hour long discussions about how diabetes is prevalent on both sides of my family To guess who gave up june food,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,-10.0,Negative
by of Introduces Treatments For HIV AIDS Patients,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,10.0,Positive
By Oncologist is By SUPERHERO ovarian cancer survivor,Ovarian cancer,Neoplasms,0.0,10.0,Positive
By sister just told me she has had gall stones and has had her gall bladder removed,Gall bladder,Digestive diseases (except cirrhosis),0.0,10.0,Positive
By sum had non Hodgkin s lympho when she was pregnant with me,Non-Hodgkin lymphoma,Neoplasms,0.0,0.0,Neutral
By sum has Chronic Leukaemia amp reading this angered me but then I saw the output of LOVE outside the hatred,Leukemia,Neoplasms,0.0,0.0,Neutral
By View Congress takes huge step in the fight against Alzheimer s Rockford Register Star,Alzheimer,Neurological disorders,0.0,10.0,Positive
By West Kidney At Good Guide were s West At Good Guide for Kidney Disease via,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,20.0,Positive
C85 8 Other specified types of non Hodgkin lympho,Non-Hodgkin lymphoma,Neoplasms,0.0,0.0,Neutral
C85 82 Other specified types of non Hodgkin lympho intrathoracic lymph nodes,Non-Hodgkin lymphoma,Neoplasms,0.0,0.0,Neutral
C85 85 Other specified types of non Hodgkin lympho lymph nodes of inguinal region and lower limb,Non-Hodgkin lymphoma,Neoplasms,0.0,0.0,Neutral
Caesarean babies face increased risk of asthma,Asthma,Chronic respiratory diseases,0.0,-10.0,Negative
can believe give only just left work,Leukemia,Neoplasms,0.0,10.0,Positive
can t find the bible verse condemning abortion,Abortion,Maternal disorders,0.0,0.0,Neutral
canada I d give it to my hobby who is a prostate cancer survivor RunCRS May for a good or to come,Prostate cancer,Neoplasms,0.0,20.0,Positive
Canadian researches may have new weapon to fight prostate cancer prostatecancer,Prostate cancer,Neoplasms,0.0,10.0,Positive
Cancer dangerous disease and not treatment but only 3 month use the home remedies powder must used 8,Cervical cancer,Neoplasms,0.0,10.0,Positive
cancer death due i can believe total biscuit has inoperable terminal liver cancer like what the fuck,Liver cancer,Neoplasms,0.0,-10.0,Negative
Cancer Research Pelvic MRI findings in relapsed prostate cancer after radical prostatectomy,Prostate cancer,Neoplasms,0.0,0.0,Neutral
Cancer Trials Pembrolizumab and Chemoradiation Treatment for Advanced Cervical Cancer The purpose of this s,Cervical cancer,Neoplasms,0.0,10.0,Positive
Cancerfight A new blood test gives doctors the ability to treat ovarian cancer earlier,Ovarian cancer,Neoplasms,0.0,-10.0,Negative
Cannabidiol CBD as an Asthma Treatment MME connais cod marijuana,Asthma,Chronic respiratory diseases,0.0,10.0,Positive
Cannabis and Chronic Destructive Pulmonary Disease COPD,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
Cannabis oil is not about getting high it s about living epilepsy cannabisoil MME,Epilepsy,Neurological disorders,0.0,0.0,Neutral
Cannabis oil significantly reduce seizures among child epilepsy patients MME epilepsy,Epilepsy,Neurological disorders,0.0,0.0,Neutral
Cannabis Smoke May Benefit Asthma and LungFunctions Marijuana MedicalMarijuana CannabisOil Gape Vaporizer,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Cannabis smokers show greater lung capacity and lower cancer levels than non smokers,lung cancer,Neoplasms,0.0,0.0,Neutral
Cannabis Would Low Atkinson s Disease Symptoms marijuanahealth,Parkinsons disease,Neurological disorders,0.0,-10.0,Negative
CannabisExtracts could be capable of extenuating experimental autoimmune encephalitis progression in a multi,multiple sclerosis,Neurological disorders,0.0,0.0,Neutral
car radio or migrate,Migraine,Neurological disorders,0.0,0.0,Neutral
CAR T Well Therapy KTE C19 Shows Promise in On Hodgkin Lymphoma via,Non-Hodgkin lymphoma,Neoplasms,0.0,10.0,Positive
Caramel hearts thorax Wounds like Aortic Aneurysm Life expectancy 77 hours,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Cardiac MRI seems pretty useful to evaluate myocarditis cardiomyopathy and infiltration and autoimmune diseases,myocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Cardiolife Real Two Heart Can with EKGs Aortic Aneurysm Screening and Consultations or 62 00 HoustonDeals,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
cardiology Conservative management of chronic aortic dissection with underlying aortic aneurysm He r heart,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
Cardiomyopathy news Letter size matches for donor hearts will help more people on waiting list,Cardiomyopathy,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Cardioquiz That proportion of patients with infective endocarditis develop symptomatic neurological events,Endocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Cardiovascular Case Series Managing Right Aided Infectious Endocarditis,Endocarditis,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Cardiovascular Manifestations of Veritable Thoracic Aortic Aneurysm amp Dissection VEDS EDS ceded FOAMed his,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
cardiovascular news Unexpected Deaths Researches Explain Why Epilepsy May Account For More Most Years Of Life,Epilepsy,Neurological disorders,0.0,0.0,Neutral
Career ed Pancreatic Cancer A postdoctoral position is available at the Pancreatic Cancer science vacancy,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
Careful I Already Picked Cancer s Iss ovarian cancer survivor,Ovarian cancer,Neoplasms,0.0,10.0,Positive
Carpeted Screening of Individuals at High Risk for Pancreatic Cancer Results of a Stimulation Model,Pancreatic cancer,Neoplasms,0.0,-10.0,Negative
cart get a straight answer out of anyone only maybe epilepsy nurses said toes paralysis wears of after 2 was I ve had this was,Epilepsy,Neurological disorders,0.0,0.0,Neutral
Cases is no longer in remission with his kidney disease he will be back on steroids starting tomorrow Back to,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
cases of pancreatitis in under 15 age group no risk factors damaged why happening,Pancreatitis,Digestive diseases (except cirrhosis),0.0,-10.0,Negative
cat it could still be cancer or pancreatitis or any number of things His lymph nodes are inflamed reacting to something x,Pancreatitis,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
Catherine Parr who had CervicalCancer shares the moment she was given the all clear WomensHealth,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Catheter Relation of Trial Fibrillation Essentials for Nurses Nursing,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Catholic Faith Schools Abortion amp Atheist Keziah Monroe X Catholic FaithToFaithless ReligionPoisonsEverything,Abortion,Maternal disorders,0.0,0.0,Neutral
caught caroline gall bladder attack,Gall bladder,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
Cayenne is also used for arthritis constipation depression asthma low energy weight loss heart problems and circulatory problems,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
CCA Cervical Cancer Awareness DBD thinktealandwhite,Cervical cancer,Neoplasms,0.0,10.0,Positive
CDC reports on decline in of abortion rate,Abortion,Maternal disorders,0.0,0.0,Neutral
CelebrityGossip HIV AIDS Is Leading Cause Of Adolescent Deaths UNICEF A recent report by the the United At,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
Certain Woman Charged With Attempted Murder For Failed Abortion JESULORITITIOLODA,Abortion,Maternal disorders,0.0,0.0,Neutral
Cervical cancer 1 cause of of related death in Sub Saharan Africa Screening in place more to option needed,Cervical cancer,Neoplasms,0.0,-10.0,Negative
Cervical cancer is the fourth most common cancer worldwide It s not the only cancer caused by HPV,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Cervical Cancer Prevention in Malaysia Knowledge and Attitude of Undergraduate Pharmacy Students Towards Human A,Cervical cancer,Neoplasms,0.0,10.0,Positive
Cervical cancer quick facts at a glance,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Cervical cancer signs women Should be aware of,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Characteristics of tuberculosis cases that started outbreaks in the United States 2002 2011,Tuberculosis,HIV/AIDS and tuberculosis,0.0,-10.0,Negative
Characterization of the Left Aided Substrate in Arrhythmogenic Right Ventricular Cardiomyopathy Original Articles,Cardiomyopathy,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Charon mon rattling cancer dies SHARON A WKBN A mother rattling liver cancer died Saturday according,Liver cancer,Neoplasms,0.0,-20.0,Negative
Charon Parr single mother of three with one child suffering from leukaemia and Down syndrome has celebrated her first Christmas without,Leukemia,Neoplasms,0.0,-10.0,Negative
Check JNIS Pulmonary and circulatory parameter guided anaesthesia in patients with ischaemic stroke undergoing endovascular recanalization,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Check out Breast Cancer awareness Kitchen Multiuse Towel,Breast cancer,Neoplasms,0.0,10.0,Positive
Check out THIS DrDraiMedicalT 6 Things You Definitely Need to Now About Cervical Cancer,Cervical cancer,Neoplasms,0.0,10.0,Positive
Check out this newly published research on COPD based on the use of our application it it,COPD,Chronic respiratory diseases,0.0,0.0,Neutral
check Sad s blood for PANCREATITIS Digesting dirt and weight loss FreeT24,Pancreatitis,Digestive diseases (except cirrhosis),0.0,-10.0,Negative
Checkout The Enter s HIV AIDS services Join us to BeTheGeneration that ends new HIV infections in An Diego,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,10.0,Positive
ChemicalBanned Early 30 Years Go Linked to Atkinson s Disease,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Chemotherapy associated treatment burden in breast cancer patients receiving lipegfilgrastim or pegfilgrastim,Breast cancer,Neoplasms,0.0,10.0,Positive
ChennaiRains SaveChennaites MedicalEmergency Key my friends mon is a chronic kidney disease patient in,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,-10.0,Negative
chest is good most of the time Occasionally I get some deep coughing which causes a test break but not bad I have asthma,Asthma,Chronic respiratory diseases,0.0,10.0,Positive
Chester Ellesmere Sort allies for brave little girl fighting rare kidney cancer JustGiving page set up to s,Kidney cancer,Neoplasms,0.0,0.0,Neutral
chicago researches have developed a method to diagnose pancreatic cancer earlier,Pancreatic cancer,Neoplasms,0.0,-10.0,Negative
Child rattling leukaemia officially joins Afford University baseball team,Leukemia,Neoplasms,0.0,0.0,Neutral
China had been the air and soil rivers full of poison Disease s such as 80 of the liver and lung cancer in China people,Liver cancer,Neoplasms,0.0,0.0,Neutral
Christmas gift idea a cervical cancer screening test for women in rural Sonya GiftsThatMakeADifference,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Christxx I think Pennyroyal Tea is about his stomach pain I had pancreatitis as a kid causes excruciating stomach pain icanrelate,Pancreatitis,Digestive diseases (except cirrhosis),0.0,-20.0,Negative
Chronic Bronchitis a type of chronic destructive pulmonary disease COPD,COPD,Chronic respiratory diseases,0.0,-20.0,Negative
Chronic destructive pulmonary disease,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
Chronic destructive pulmonary disease is a life threatening lung disease that interferes with normal breathing more than a smoker s cough,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
Chronic Inflammation Heads To Ready Brain Alzheimer Depression and Most Deaths i,Alzheimer,Neurological disorders,0.0,-20.0,Negative
Chronic Kidney Disease Topic Overview,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,-10.0,Negative
Chronic Pancreatitis to Pancreatic Cancer,Pancreatic cancer,Neoplasms,0.0,-10.0,Negative
Chronic Pancreatitis to Pancreatic Cancer diabetessymptoms diabetes diabetesawareness diabetic bloodsugar,Pancreatitis,Digestive diseases (except cirrhosis),0.0,-10.0,Negative
ChronicBronchitis a type of chronic destructive pulmonary disease COPD,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
CIENCIASMEDICASNEWS New Cervical Cancer Screening Guideline,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Cigarette Company Funded Hung Cancer Study conscioushealthsolutions health,lung cancer,Neoplasms,0.0,10.0,Positive
Cigarettes are literally cancer sticks and alcohol sucks up your liver and makes you dumb as fuck Shortening my life just doesn t sound fun,Liver cancer,Neoplasms,0.0,0.0,Neutral
clean of 800 cal diet cleared type 2 diabetes in the 11 overnight patients Vice read in today s Sunday Times front page,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,10.0,Positive
clean of A 2 year old in my nephews class has been diagnosed with stage 4 liver cancer Deep this adorable little boy amp his am,Liver cancer,Neoplasms,0.0,0.0,Neutral
clean of A breast cancer patient going for total mastectomy had a request before surgery it was to be filled dancing in O R,Breast cancer,Neoplasms,0.0,10.0,Positive
clean of A highly instructive cancer case report w genomics amp drug response http,lung cancer,Neoplasms,0.0,10.0,Positive
clean of A man can reduce his chances of getting prostate cancer by having at least four organisms a week Take care of your man,Prostate cancer,Neoplasms,0.0,10.0,Positive
clean of A man is 35 more likely to be diagnosed with prostate cancer than a woman is to be diagnosed with breast cancer,Prostate cancer,Neoplasms,0.0,-10.0,Negative
clean of A new atlas illustrates concepts essential to understanding infective endocarditis,Endocarditis,Cardiovascular and circulatory diseases,0.0,20.0,Positive
Clergy Associates Temper Handle Yes The doctors recommendation is Allergen Immunotherapy cbs5z to fox,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Click To Give The Breast Cancer Site via st,Breast cancer,Neoplasms,0.0,0.0,Neutral
Client Maria Davis HIV AIDS activist and promoter ENJOY,HIV/AIDS,HIV/AIDS and tuberculosis,0.0,10.0,Positive
Climate change behind mysterious kidney disease Study could stones follow,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,10.0,Positive
Clinical endocannabinoid deficiency can this concept explain the therapeutic benefits of connais in migrate,Migraine,Neurological disorders,0.0,0.0,Neutral
Clinical features of Infective endocarditis include,Endocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Clinical significance of OCT4 and SOX2 protein expression in cervical cancer,Cervical cancer,Neoplasms,0.0,0.0,Neutral
Clinical signs of infective endocarditis,Endocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Clinical Study Successful Treatment of Cardiomyopathy cardiomegaly Unknown Origin Heart Strengthening of,Cardiomyopathy,Cardiovascular and circulatory diseases,0.0,30.0,Positive
Clinical trials prove treatment effective improving GFR in end stage kidney disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,30.0,Positive
clinicaltrial Clinical amp Systems Medicine Investigations of Smoking related Chronic Destructive Pulmonary Disease,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
clinicaltrial Next Essaying to Promote Talking Among Nation Adults at Risk for Peripheral Arterial Disease,Peripheral Arterial disease,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
Clinicians HPV the main cause of cervical cancer is vaccine presentable,Cervical cancer,Neoplasms,0.0,10.0,Positive
Clopidogrel With Aspirin in Acute Minor Stroke or Transient Ischaemic Attack CHANCE Trial One Dear Outcome,ischemic stroke,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
CMR increasingly used to diagnose takotsubo cardiomyopathy and guide treatment No Vital euroecho,Cardiomyopathy,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Coal miners pneumoconiosis just wait until all the CSG workers get cancer sg eusol abc730,Pneumoconiosis,Chronic respiratory diseases,0.0,0.0,Neutral
Cocoa Antioxidants Improve Symptoms In People With Kidney Disease,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Cofilin as a Promising Therapeutic Target for Ischaemic and Haemorrhagic Stroke Translational Stroke Research neuro,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Colombia confirms capture of alleged rebel abortion doctor News Channel17,Abortion,Maternal disorders,0.0,0.0,Neutral
com Not just bad luck Most cancer cases caused by environment amp lifestyle choice due Why is there a vaccine for cervical cancer,Cervical cancer,Neoplasms,0.0,10.0,Positive
Combined sonodynamic and antimetabolite therapy for the improved treatment of pancreatic cancer using oxygen loaded,Pancreatic cancer,Neoplasms,0.0,10.0,Positive
Coming soon ENCHANTED trial comparing 0 6 and 0 9 my g of the for ischaemic stroke ASHPMidyear15,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Coming soon Schedule your daily beds Met reminders amp avoid manual entry diabetes ted ted wearenotwaiting,Diabetes,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
Comma Been what does your gall bladder sit in kaitlyn blood,Gall bladder,Digestive diseases (except cirrhosis),0.0,-10.0,Negative
Comma exactly which I have told them but I don t think they care bc she s 96 and 20 yes in remission from pancreatic cancer,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
Comment on Long I 2014 Anorexia cachexia syndrome in pancreatic cancer recent advances and new pharmacologi,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
Comment Opicapone for motor fluctuation in Atkinson s disease,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Commentary on Temporary Abdominal Closure after Abdominal Aortic Aneurysm Repair A Systematic Review of Mortem,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,10.0,Positive
Communications Coordinator Part time 20 his,Alzheimer,Neurological disorders,0.0,0.0,Neutral
company to meet FDA amp determine the Phase of details design dose for S aureus bloodstream infections including endocarditis,Endocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Comparing Chemical And Surgical Castration For Prostate Cancer,Prostate cancer,Neoplasms,0.0,0.0,Neutral
Comparison of effectiveness of biosimilar filgrastim Nivestim reference Men filgrastim and pencil gerasim in,Breast cancer,Neoplasms,0.0,0.0,Neutral
Congrats to very information newsletter that focused on epilepsy related sector,Epilepsy,Neurological disorders,0.0,0.0,Neutral
Congratulations for receiving FDA breakthrough therapy designation for KTE C19 for non hodgkin lympho,Non-Hodgkin lymphoma,Neoplasms,0.0,10.0,Positive
Congress Approved 350 Million Funding Increase For Alzheimer s Research Related Articles,Alzheimer,Neurological disorders,0.0,20.0,Positive
Connolly Only a handful of studies but bottom line is CMR Large portion are myocarditis bystanders lesion on angio often scented,myocarditis,Cardiovascular and circulatory diseases,0.0,10.0,Positive
CONSERVATIVE THERAPY of THE COMPLEX TREATMENT of ACUTE NECROTIZING PANCREATITIS,Pancreatitis,Digestive diseases (except cirrhosis),0.0,0.0,Neutral
consume my heart amp mind can t think straight my migrate is hurting even my spine I pray,Migraine,Neurological disorders,0.0,0.0,Neutral
Consuming Silk Hairy Linked to Development of Atkinson s Disease All ReTweet wakingtimes,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Consumption was the former name of which disease A Tuberculosis B Chickenpox C Rabies D Bold,Tuberculosis,HIV/AIDS and tuberculosis,0.0,0.0,Neutral
Contaminants found in milk put you at greater risk of Atkinson s disease,Parkinsons disease,Neurological disorders,0.0,-10.0,Negative
Conversations by top prostate cancer influences in the last week,Prostate cancer,Neoplasms,0.0,0.0,Neutral
convinced myself I m having an aortic aneurysm,Aortic aneurysm,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
COPD Awareness Month Senior Are in Knoxville of When someone has COPD Chronic Destructive Pulmonary Disease,COPD,Chronic respiratory diseases,0.0,0.0,Neutral
COPD or chronic destructive pulmonary disease is a progressive disease that makes it difficult to breathe The,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
COPD Therapy Chronic Destructive Pulmonary Disease Airnergy,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
Coronary Artery Disease CAD Ischaemic Heart Disease Therapeutic Pipeline,Ischemic heart,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Coronary Artery Disease Ischaemic Heart Disease Pipeline Review Of 2015,Ischemic heart,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Correction The Association of Vitamin D Receptor Polymorphisms with Multiple Sclerosis in a Case Control Study,multiple sclerosis,Neurological disorders,0.0,20.0,Positive
Correlation of of 27 genetic polymorphisms with the risk and survival of cervical cancer in a Chinese An population,Cervical cancer,Neoplasms,0.0,-10.0,Negative
could get Chronic Destructive Pulmonary Disease,COPD,Chronic respiratory diseases,0.0,-10.0,Negative
Countdown to Christmas and a new Christmas log Thanks for all your support amp hope Santa is generous this year epilepsy awareness,Epilepsy,Neurological disorders,0.0,40.0,Positive
Covering the Challenges to Creating Infective Endocarditis,Endocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
CPAP use for OSA reduces incidence of fig and stroke risk,Atrial fibrillation,Cardiovascular and circulatory diseases,0.0,-10.0,Negative
Creating Atkinson s Disease Naturally,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Creating Moments of Boy for the Person with Alzheimer s or Dementia Memory Loss,Alzheimer,Neurological disorders,0.0,0.0,Neutral
crying and I was like holy shit because everything about this woman reminded me of my grand who passed away from pancreatic cancer a,Pancreatic cancer,Neoplasms,0.0,-20.0,Negative
CTTNNA3 and SEMA3D Promising lock for asthma exacerbations identified through multiple GWAS,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Daily Some Are for Polycystic Kidney Disease PKD,kidney disease,"Diabetes, urogenital, blood, and endocrine diseases",0.0,0.0,Neutral
damage of 5 year old cancer survivor Yeah Still gave advice to a 14 year old leukaemia patient,Leukemia,Neoplasms,0.0,0.0,Neutral
damage of 75 mild ma know every reach personally be careful with Benjamin brush he got asthma,Asthma,Chronic respiratory diseases,0.0,-10.0,Negative
damn I m so sorry I really hope it doesn t turn out to be anything worse than asthma Even then asthma s pretty bad on its own,Asthma,Chronic respiratory diseases,0.0,-10.0,Negative
Damn ll bosse got liver cancer s,Liver cancer,Neoplasms,0.0,0.0,Neutral
DanaFarber Webchat The Latest in Multiple Myeloma Leukaemia and Other Blood Cancers,Leukemia,Neoplasms,0.0,-10.0,Negative
dances greenbaypackers Youngstown blush Road to recovery from parkinsons disease Natural treatments for P,Parkinsons disease,Neurological disorders,0.0,0.0,Neutral
Danger Daily News Learning to live a full life when you have early stage Alzheimer s disease,Alzheimer,Neurological disorders,0.0,10.0,Positive
Danhong injection DHI Treatment of acute ischaemic stroke,ischemic stroke,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Dark Resting was working on a cure for pancreatic cancer He was a fantastic human and will be it missed news,Pancreatic cancer,Neoplasms,0.0,10.0,Positive
Daughter going home today after gall bladder removed To I m going down to Manchester on Sunday to look after her for a week or two,Gall bladder,Digestive diseases (except cirrhosis),0.0,10.0,Positive
David had pancreatic cancer cancersucks,Pancreatic cancer,Neoplasms,0.0,0.0,Neutral
David Steensma of discusses how midostaurin could affect the treatment paradise for acute leukaemia ASH15,Leukemia,Neoplasms,0.0,0.0,Neutral
Dear asthma PLEASE LEAVE of ALONE I m so tired of not breathing with out help,Asthma,Chronic respiratory diseases,0.0,0.0,Neutral
Dear migrate that s brewing Not today Satan Miss off He,Migraine,Neurological disorders,0.0,-10.0,Negative
Dear Pharmacist Protect brain against seizures Epilepsy is a terribly frustration and heart wrenching health,Epilepsy,Neurological disorders,0.0,10.0,Positive
Death by diseases of poverty Rheumatic heart fever disease times more common among Indigenous Australians,Rheumatic heart,Cardiovascular and circulatory diseases,0.0,-20.0,Negative
death of 20 000 new cases of ovarian cancer per year That s too many Tapping Cancer Farmers team,Ovarian cancer,Neoplasms,0.0,-10.0,Negative
death of 350 Infants and Others Possibly Exposed To Tuberculosis in An Rose Hospital trot,Tuberculosis,HIV/AIDS and tuberculosis,0.0,-10.0,Negative
Death penalty is wrong abortion is totally okay Intima Aufschrei,Abortion,Maternal disorders,0.0,-20.0,Negative
Define endocarditis recalled buy doxycycline online implicating peri schools,Endocarditis,Cardiovascular and circulatory diseases,0.0,0.0,Neutral
Depressed breast cancer patients have lower survival rates Survival in stage 4 breast cancer has improved an,Breast cancer,Neoplasms,0.0,-10.0,Negative
DES No Pregnancy exposures determine risk of breast cancer in multiple generations of offspring Researches,Breast cancer,Neoplasms,0.0,-10.0,Negative
Description Cervical Cancer Screening,Cervical cancer,Neoplasms,0.0,0.0,Neutral
